Year,Alpha,Gamma,Beta,Total_Mod_Beta,Richness,Similarity,Evenness,EvenxRichness
2020,113,113,,,1.0,,,
2021,88,159,117.0,159.0,0.5534591194968553,0.2641509433962264,132.56698140181112,73.37040480100238
2022,138,218,122.0,174.0,0.6330275229357798,0.23853211009174313,133.0534387439186,84.22648874615031
2023,138,270,150.0,213.0,0.5111111111111111,0.23333333333333334,163.45066833751045,83.54145270583867
2024,133,302,137.0,204.0,0.44039735099337746,0.22185430463576158,142.30456667515492,62.67055419799868
2025,109,328,132.0,187.0,0.3323170731707317,0.1676829268292683,133.7606358811467,44.45094302147863
