Year,Alpha,Gamma,Beta,Total_Mod_Beta,Richness,Similarity,Evenness,EvenxRichness
2020,152,152,,,1.0,,,
2021,113,208,151.0,208.0,0.5432692307692307,0.27403846153846156,172.83241758241758,93.89453455198647
2022,144,275,149.0,203.0,0.5236363636363637,0.19636363636363635,159.97060174125392,83.76642418451115
2023,129,328,159.0,216.0,0.3932926829268293,0.17378048780487804,168.65567351801369,66.331042328731
2024,130,374,145.0,202.0,0.34759358288770054,0.15240641711229946,152.02902904554202,52.84431490887824
2025,124,408,158.0,206.0,0.30392156862745096,0.11764705882352941,158.17076912931674,48.071508264792335
