Ecosystem_2001,FFI_2001,Centroid_2001,Distance_2001,Ecosystem_2018,FFI_2018,Centroid_2018,Distance_2018,FFI_Drop
Coniferous forest,0.3016115960212238,"(np.float64(53.22656026490066), np.float64(-2.7444960480072678))",12.28175418983727,Broad‑leaved forest,0.010493483978826879,"(np.float64(53.22845230769231), np.float64(-3.054124021105249))",12.024314075770047,-0.2911181120423969
