Region Name,Water Risk Details,Type of Protected Area,IUCN Category,EFG Code,Global_KBA_Criteria,Distance (km),Source,Coordinates,Polygon
Unknown,"Marine Pollution Risk - High (1 to 5), Water Availability Risk - Low (<10%), Riverine Flood Risk - Low - Medium (1 in 1,000 to 2 in 1,000), Water Quality Risk - Low - Medium (1-2)",N/A,N/A,N/A,N/A,2.63,WRI/Aqueduct_Water_Risk/V4/baseline_annual,"(48.87180720564271, 1.5523359459496666)",N/A
Unknown,"Marine Pollution Risk - High (1 to 5), Water Availability Risk - Low (<10%), Riverine Flood Risk - Low - Medium (1 in 1,000 to 2 in 1,000), Water Quality Risk - Low - Medium (1-2)",N/A,N/A,N/A,N/A,3.72,WRI/Aqueduct_Water_Risk/V4/baseline_annual,"(48.88669481324793, 1.5576462891294924)",N/A
