Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Lamiaceae',)","('Asteraceae',)","('Brassicaceae',)","('Salicaceae',)","('Hydropsychidae',)","('Hypericaceae',)","('Plantaginaceae',)","('Fabaceae',)","('Rosaceae',)","('Asparagaceae',)","('Caryophyllaceae',)","('Ranunculaceae',)","('Caprifoliaceae',)","('Primulaceae',)","('Lecanoraceae',)","('Apiaceae',)","('Campanulaceae',)","('Poaceae',)","('Rubiaceae',)","('Boraginaceae',)","('Scrophulariaceae',)","('Violaceae',)","('Sylviidae',)","('Zygaenidae',)","('Phylloscopidae',)","('Physciaceae',)","('Amaranthaceae',)","('Eumenidae',)","('Collemataceae',)","('Geraniaceae',)","('Geometridae',)","('Cyperaceae',)","('Equidae',)","('Convolvulaceae',)","('Cladoniaceae',)","('Colchicaceae',)","('Colubridae',)","('Cettiidae',)","('Cistaceae',)","('Acrocephalidae',)","('Acarosporaceae',)","('Amaryllidaceae',)","('Aegithalidae',)","('Aspleniaceae',)","('Candelariaceae',)","('Placynthiaceae',)","('Pinaceae',)","('Papaveraceae',)","('Parmeliaceae',)","('Orobanchaceae',)","('Orchidaceae',)","('Megachilidae',)","('Moraceae',)","('Lentibulariaceae',)","('Liliaceae',)","('Linaceae',)","('Polygalaceae',)","('Ranidae',)","('Ramalinaceae',)","('Psoraceae',)","('Saxifragaceae',)",Population,"('Erebidae',)","('Sphingidae',)","('Pyralidae',)","('Lasiocampidae',)","('Aeshnidae',)","('Lacertidae',)","('Empusidae',)","('Cheloniidae',)","('Platycnemididae',)","('Crassulaceae',)","('Cupressaceae',)","('Berberidaceae',)","('Cystopteridaceae',)","('Potamidae',)","('Caliciaceae',)","('Juncaceae',)","('Fagaceae',)","('Dryopteridaceae',)","('Rhamnaceae',)","('Anacardiaceae',)","('Araceae',)","('Grossulariaceae',)","('Euphorbiaceae',)","('Catillariaceae',)","('Crabronidae',)","('Polygonaceae',)","('Plumbaginaceae',)","('Peltigeraceae',)","('Nephromataceae',)","('Mutillidae',)","('Pannariaceae',)","('Malvaceae',)","('Sapygidae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Cyprinodontidae',)","('Anobiidae',)","('Ascalaphidae',)","('Mantidae',)","('Ancyrocephalidae',)","('Anguidae',)","('Acrididae',)","('Crambidae',)","('Lycosidae',)","('Mustelidae',)","('Testudinidae',)","('Tetraodontidae',)","('Tortricidae',)","('Unknown',)","('Depressariidae',)","('Notodontidae',)","('Psychidae',)","('Cossidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Lamnidae',)","('Salticidae',)","('Upupidae',)","('Clausiliidae',)","('Enidae',)","('Achatinidae',)","('Orculidae',)","('Chondrinidae',)","('Cochlostomatidae',)","('Haliplidae',)","('Cucurbitaceae',)","('Geomitridae',)","('Iridaceae',)","('Pyramidulidae',)","('Vitrinidae',)","('Rissoidae',)","('Mangeliidae',)","('Selaginellaceae',)","('Glareolidae',)","('Buthidae',)","('Araneidae',)","('Arbaciidae',)","('Asphodelaceae',)","('Cerithiidae',)","('Julidae',)","('Helicidae',)","('Nemopteridae',)","('Oxalidaceae',)","('Psammophiidae',)","('Rissoellidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Asplanchnidae',)","('Testudinellidae',)","('Resedaceae',)","('Morchellaceae',)","('Salamandridae',)","('Gentianaceae',)","('Lythraceae',)","('Certhiidae',)","('Equisetaceae',)","('Polyporaceae',)","('Santalaceae',)","('Ulmaceae',)","('Aizoaceae',)","('Sarcoscyphaceae',)","('Ericaceae',)","('Apocynaceae',)","('Polypodiaceae',)","('Calopterygidae',)","('Biebersteiniaceae',)","('Cordulegastridae',)","('Echinasteridae',)","('Phoenicopteridae',)","('Pentatomidae',)","('Pompilidae',)","('Urticaceae',)","('Argidae',)","('Cicadellidae',)","('Cephidae',)","('Glaphyridae',)","('Viburnaceae',)","('Amelidae',)","('Cynipidae',)","('Phyllodactylidae',)","('Stratiomyidae',)","('Typhlopidae',)","('Gekkonidae',)","('Dioscoreaceae',)","('Discinaceae',)","('Caloscyphaceae',)","('Pteridaceae',)","('Platanaceae',)","('Pyronemataceae',)","('Solanaceae',)","('Smilacaceae',)","('Hexanchidae',)","('Cetoniidae',)","('Dennstaedtiaceae',)","('Hydnangiaceae',)","('Helvellaceae',)","('Oleaceae',)","('Porcellionidae',)","('Triakidae',)","('Agaricaceae',)","('Araliaceae',)","('Locustellidae',)","('Meloidae',)","('Pluteaceae',)","('Armadillidiidae',)","('Armadillidae',)","('Gelechiidae',)","('Felidae',)","('Bryaceae',)","('Brachyceridae',)","('Limacidae',)","('Hygrophoraceae',)","('Oligotomidae',)","('Orchesellidae',)","('Margarodidae',)","('Lygaeidae',)","('Scytodidae',)","('Targioniaceae',)","('Trachelipodidae',)","('Cydnidae',)","('Geotrupidae',)","('Leporidae',)",Vegetation Count,Regional Fuel Content
2009-11-01,0,23.829743946254922,0.0,2.296759096820843,15.870000000000005,6.010000000000048,11.74007182665963,0.33311620354652405,0.3258270025253296,0.341933357753632,2.5057672755818823,0.6889510802676699,1.1703660501965072,92.9843137254902,0,0,0,3.0,2,0.4980392156862745,119.37254901960785,276.27450980392155,165.64313725490194,4,0,5,0,0,0,0,0,17.0,1.0,1.0,8.0,8.0,7.0,2.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2085.14784969442,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006326530612244898,3.707635293220825
2009-12-01,0,27.7088016270568,0.0,4.80313702652685,10.510000000000048,-6.849999999999966,5.895430651220124,0.38549381494522095,0.3772948980331421,0.3863954859201988,3.0354317786812945,1.1791606782302408,1.7678827336062213,92.9843137254902,0,0,0,3.0,2,0.4980392156862745,119.37254901960785,276.27450980392155,165.64313725490194,4,0,5,0,0,0,0,0,17.0,1.0,1.0,8.0,8.0,7.0,2.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2085.14784969442,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006326530612244898,3.707635293220825
2010-01-01,0,19.343751668827736,0.0,4.967050180455842,12.270000000000039,-0.12999999999999545,4.124140394249423,0.41263923048973083,0.4074995219707489,0.408042504456625,3.5957181771701023,1.3390101929087865,2.088422632524581,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-02-01,0,20.96254825590904,0.001711895208700298,5.11639839656221,13.270000000000039,-0.3699999999999477,6.291075370934209,0.4093151092529297,0.40813443064689636,0.4155692531826774,2.842771787739062,0.8973318100290497,1.7080807851774438,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-03-01,0,23.051458597194596,0.0,3.0867398305004388,19.710000000000036,1.7300000000000182,13.074183185941195,0.3876451551914215,0.38511770963668823,0.39228924999586895,3.268973550718257,0.479247485593595,1.365459311686207,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-04-01,0,25.182205438511573,-6.9258021540008485e-06,1.4171451227128409,24.07000000000005,12.610000000000014,17.642547986126885,0.33342403173446655,0.3275948166847229,0.33997899312912183,2.6335829234770585,0.060388964559126096,1.053071274742097,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-05-01,0,16.665950417518616,-1.1920974429813214e-05,2.3795018905331955,33.39000000000004,16.33000000000004,25.48976956418886,0.2660655379295349,0.2631126344203949,0.2817138570822787,3.909566362789915,0.4169681358053414,1.1937792731244086,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-06-01,0,23.88357568033328,0.0,2.4349382805759836,37.39000000000004,18.350000000000023,26.73630818635553,0.2368178367614746,0.2320185750722885,0.25076055360372745,2.6292252616892373,0.2913562167700619,1.167948331062774,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-07-01,0,10.85949242104789,5.450601747725159e-06,1.2698260393071779,34.150000000000034,14.650000000000034,28.71710259470092,0.20180052518844604,0.20122484862804413,0.21207693345143655,2.0309739080452247,0.01142448490673219,0.6147592754636343,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-08-01,0,1.9603094829676593,0.0,0.08885343968695475,38.950000000000045,26.950000000000045,33.62576523859286,0.16252516210079193,0.160967618227005,0.172316366072857,1.9012691429825554,0.34620515160242393,0.9005223344844654,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-09-01,0,38.83492946624756,0.0,3.0054646516178667,32.51000000000005,18.79000000000002,25.43698382679662,0.174173504114151,0.16327416896820068,0.17372020263896223,1.8272165776434857,0.38375138146635773,0.9831201833495028,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-10-01,0,27.542091324619378,0.0004351138045421976,6.053710949138909,25.05000000000001,11.490000000000009,17.048047508047546,0.30100753903388977,0.3004007339477539,0.3109537120641133,1.8339422407592603,0.23789773503438266,0.9433521036617096,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
2010-11-01,0,14.742478728294373,0.0,2.3150475724839734,20.190000000000055,4.550000000000011,13.789146319276483,0.31674090027809143,0.3103944957256317,0.32851349984249617,2.191619135461412,0.05089826673589428,0.9617051273608539,99.48235294117647,0,0,0,3.0,2,0.0,132.7764705882353,286.21568627450984,141.18039215686272,3,0,5,0,0,0,0,0,2.0,198.0,1.0,8.0,8.0,7.0,1.0,1.0,7.0,1.0,13.0,1.0,3.0,1.0,22.0,43.0,1.0,39.0,9.0,4.0,4.0,3.0,2.0,9.0,2.0,13.0,2.0,1.0,10.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,2035.8115030223244,7.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897959183673469,3.8105137966617506
