Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Lamiaceae',)","('Asteraceae',)","('Brassicaceae',)","('Salicaceae',)","('Hydropsychidae',)","('Hypericaceae',)","('Plantaginaceae',)","('Fabaceae',)","('Rosaceae',)","('Asparagaceae',)","('Caryophyllaceae',)","('Ranunculaceae',)","('Caprifoliaceae',)","('Primulaceae',)","('Lecanoraceae',)","('Apiaceae',)","('Campanulaceae',)","('Poaceae',)","('Rubiaceae',)","('Boraginaceae',)","('Scrophulariaceae',)","('Violaceae',)","('Sylviidae',)","('Zygaenidae',)","('Phylloscopidae',)","('Physciaceae',)","('Amaranthaceae',)","('Eumenidae',)","('Collemataceae',)","('Geraniaceae',)","('Geometridae',)","('Cyperaceae',)","('Equidae',)","('Convolvulaceae',)","('Cladoniaceae',)","('Colchicaceae',)","('Colubridae',)","('Cettiidae',)","('Cistaceae',)","('Acrocephalidae',)","('Acarosporaceae',)","('Amaryllidaceae',)","('Aegithalidae',)","('Aspleniaceae',)","('Candelariaceae',)","('Placynthiaceae',)","('Pinaceae',)","('Papaveraceae',)","('Parmeliaceae',)","('Orobanchaceae',)","('Orchidaceae',)","('Megachilidae',)","('Moraceae',)","('Lentibulariaceae',)","('Liliaceae',)","('Linaceae',)","('Polygalaceae',)","('Ranidae',)","('Ramalinaceae',)","('Psoraceae',)","('Saxifragaceae',)",Population,"('Erebidae',)","('Sphingidae',)","('Pyralidae',)","('Lasiocampidae',)","('Aeshnidae',)","('Lacertidae',)","('Empusidae',)","('Cheloniidae',)","('Platycnemididae',)","('Crassulaceae',)","('Cupressaceae',)","('Berberidaceae',)","('Cystopteridaceae',)","('Potamidae',)","('Caliciaceae',)","('Juncaceae',)","('Fagaceae',)","('Dryopteridaceae',)","('Rhamnaceae',)","('Anacardiaceae',)","('Araceae',)","('Grossulariaceae',)","('Euphorbiaceae',)","('Catillariaceae',)","('Crabronidae',)","('Polygonaceae',)","('Plumbaginaceae',)","('Peltigeraceae',)","('Nephromataceae',)","('Mutillidae',)","('Pannariaceae',)","('Malvaceae',)","('Sapygidae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Cyprinodontidae',)","('Anobiidae',)","('Ascalaphidae',)","('Mantidae',)","('Ancyrocephalidae',)","('Anguidae',)","('Acrididae',)","('Crambidae',)","('Lycosidae',)","('Mustelidae',)","('Testudinidae',)","('Tetraodontidae',)","('Tortricidae',)","('Unknown',)","('Depressariidae',)","('Notodontidae',)","('Psychidae',)","('Cossidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Lamnidae',)","('Salticidae',)","('Upupidae',)","('Clausiliidae',)","('Enidae',)","('Achatinidae',)","('Orculidae',)","('Chondrinidae',)","('Cochlostomatidae',)","('Haliplidae',)","('Cucurbitaceae',)","('Geomitridae',)","('Iridaceae',)","('Pyramidulidae',)","('Vitrinidae',)","('Rissoidae',)","('Mangeliidae',)","('Selaginellaceae',)","('Glareolidae',)","('Buthidae',)","('Araneidae',)","('Arbaciidae',)","('Asphodelaceae',)","('Cerithiidae',)","('Julidae',)","('Helicidae',)","('Nemopteridae',)","('Oxalidaceae',)","('Psammophiidae',)","('Rissoellidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Asplanchnidae',)","('Testudinellidae',)","('Resedaceae',)","('Morchellaceae',)","('Salamandridae',)","('Gentianaceae',)","('Lythraceae',)","('Certhiidae',)","('Equisetaceae',)","('Polyporaceae',)","('Santalaceae',)","('Ulmaceae',)","('Aizoaceae',)","('Sarcoscyphaceae',)","('Ericaceae',)","('Apocynaceae',)","('Polypodiaceae',)","('Calopterygidae',)","('Biebersteiniaceae',)","('Cordulegastridae',)","('Echinasteridae',)","('Phoenicopteridae',)","('Pentatomidae',)","('Pompilidae',)","('Urticaceae',)","('Argidae',)","('Cicadellidae',)","('Cephidae',)","('Glaphyridae',)","('Viburnaceae',)","('Amelidae',)","('Cynipidae',)","('Phyllodactylidae',)","('Stratiomyidae',)","('Typhlopidae',)","('Gekkonidae',)","('Dioscoreaceae',)","('Discinaceae',)","('Caloscyphaceae',)","('Pteridaceae',)","('Platanaceae',)","('Pyronemataceae',)","('Solanaceae',)","('Smilacaceae',)","('Hexanchidae',)","('Cetoniidae',)","('Dennstaedtiaceae',)","('Hydnangiaceae',)","('Helvellaceae',)","('Oleaceae',)","('Porcellionidae',)","('Triakidae',)","('Agaricaceae',)","('Araliaceae',)","('Locustellidae',)","('Meloidae',)","('Pluteaceae',)","('Armadillidiidae',)","('Armadillidae',)","('Gelechiidae',)","('Felidae',)","('Bryaceae',)","('Brachyceridae',)","('Limacidae',)","('Hygrophoraceae',)","('Oligotomidae',)","('Orchesellidae',)","('Margarodidae',)","('Lygaeidae',)","('Scytodidae',)","('Targioniaceae',)","('Trachelipodidae',)","('Cydnidae',)","('Geotrupidae',)","('Leporidae',)",Vegetation Count,Regional Fuel Content
2015-12-01,0,9.983628988265991,0.0,0.6429132715613469,12.550000000000011,-1.1499999999999773,8.015053402737578,0.3155423402786255,0.30753573775291443,0.32690295676865644,2.119750420105195,0.04839156797004374,0.6739796387087721,115.72941176470589,1,0,0,4.4980392156862745,0,0.0,148.078431372549,278.0392156862745,128.09411764705882,2,0,5,0,0,0,0,0,2.0,6.0,6.0,8.0,8.0,2.0,2.0,5.0,4.0,7.0,1.0,3.0,2.0,3.0,22.0,1.0,2.0,30.0,1.0,8.0,1.0,1.0,5.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,3.0,8.0,7.0,34.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,10.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,7.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00816326530612245,3.9971670248589257
2016-01-01,0,24.058952927589417,0.000852346317969932,4.207055694563784,12.390000000000043,-1.509999999999991,5.262237126575087,0.36431562900543213,0.3454696834087372,0.3657551872197901,3.040032345513341,0.011669565941413048,1.2261240775822597,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-02-01,0,10.000887513058387,0.0,1.899765260586182,16.690000000000055,3.6100000000000136,9.719908817037947,0.3609602451324463,0.35306796431541443,0.36468799533456137,2.1872963568179475,0.06972737659904295,1.1517756141760307,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-03-01,0,20.016449854210805,0.0,5.29617188529505,18.53000000000003,5.390000000000043,12.041084882953385,0.3684670031070709,0.3647115230560303,0.3700633196834552,2.5971882142915397,0.3024558705212803,1.1496088162286642,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-04-01,0,6.26461328346295,0.0,0.6142982670332413,28.250000000000057,10.550000000000011,20.1893963697122,0.3078182339668274,0.3011642098426819,0.31499262351358526,3.14113994776614,0.04302096664489513,1.2463700400725324,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-05-01,0,21.70597612837355,0.0,3.314949286351862,29.910000000000025,12.210000000000036,22.314686476958002,0.2533196210861206,0.24684420228004456,0.2659768493551957,2.708110981440708,0.0871410121671807,1.1665788908941697,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-06-01,0,20.584580254990215,0.0004351138045421976,2.5633536197711604,37.710000000000036,22.07000000000005,29.980571683130563,0.2243194580078125,0.21850727498531342,0.2367266025364494,2.339837106008007,0.0871439454369241,1.1479537935253492,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-07-01,0,4.233840107872311,0.0,0.34635279523937723,36.910000000000025,23.57000000000005,31.275348920981116,0.1767723262310028,0.1764230877161026,0.19040257190213056,2.646308306671414,0.2522947233780483,0.856327047978895,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-08-01,0,18.297101233144986,0.0,1.2917128265486275,37.47000000000003,22.970000000000027,30.423028210659254,0.18818382918834686,0.18598604202270508,0.19703558213307715,2.2647889527243636,0.6513538042755814,1.1265859827066906,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-09-01,0,18.213249543066468,0.0,3.646491988080967,29.510000000000048,17.430000000000007,22.739065662319263,0.24871927499771118,0.24403178691864014,0.25435643332997004,2.0644146285412375,0.3839983939933902,0.9629833354361896,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
2016-10-01,0,21.966720843476395,0.0,3.5431352602112134,25.350000000000023,9.430000000000007,18.15816202654429,0.2816421687602997,0.28137075901031494,0.2893714122414779,2.7785054035531096,0.22003781068751455,1.064454339680699,118.73333333333333,1,0,0,4.0,0,0.0,153.156862745098,285.5098039215686,114.03921568627453,2,0,5,1,0,0,0,0,5.0,7.0,11.0,8.0,8.0,2.0,1.0,2.0,4.0,7.0,1.0,3.0,1.0,3.0,22.0,7.0,3.0,2.0,2.0,8.0,2.0,1.0,7.0,1.0,5.0,13.0,1.0,3.0,10.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,8.0,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1987.7261337570117,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,4.041135722961977
