Ecosystem_2001,FFI_2001,Centroid_2001,Distance_2001,Ecosystem_2018,FFI_2018,Centroid_2018,Distance_2018,FFI_Drop
Sclerophyllous veg.,0.5079597936474327,"(np.float64(37.93340135348759), np.float64(22.021943989331668))",28.569275304772912,Sclerophyllous veg.,0.4466277519865103,"(np.float64(37.93335106085864), np.float64(22.02197692309562))",28.56326868759449,-0.06133204166092243
Sclerophyllous veg.,0.6515044239051675,"(np.float64(37.74779500599504), np.float64(22.236788183350527))",1.1622297699511346,Sclerophyllous veg.,0.6398544628978677,"(np.float64(37.748904705352665), np.float64(22.237993077683605))",1.0371232607236052,-0.011649961007299758
Sclerophyllous veg.,0.25021513492502545,"(np.float64(37.64755019400353), np.float64(22.434287956370248))",19.858479604185153,Sclerophyllous veg.,0.3000396696358243,"(np.float64(37.7385032164844), np.float64(22.284739526487552))",3.343137391724056,0.04982453471079884
Coniferous forest,0.0,"(np.float64(37.582573827160495), np.float64(22.189799254658386))",19.31909848751682,Sclerophyllous veg.,0.42773496080127726,"(np.float64(37.67500091436791), np.float64(22.422896752440106))",17.394394822071703,0.42773496080127726
