Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Asteraceae',)","('Fabaceae',)","('Salicaceae',)","('Hydropsychidae',)","('Sylviidae',)","('Acrocephalidae',)","('Ranunculaceae',)","('Apiaceae',)","('Cettiidae',)","('Aegithalidae',)","('Poaceae',)","('Lecanoraceae',)","('Lamiaceae',)","('Primulaceae',)","('Rubiaceae',)","('Rosaceae',)","('Campanulaceae',)","('Caryophyllaceae',)","('Caprifoliaceae',)","('Boraginaceae',)","('Brassicaceae',)","('Cistaceae',)","('Convolvulaceae',)","('Eumenidae',)","('Collemataceae',)","('Aspleniaceae',)","('Zygaenidae',)","('Scrophulariaceae',)","('Violaceae',)","('Salticidae',)","('Phylloscopidae',)","('Physciaceae',)","('Orobanchaceae',)","('Orchidaceae',)","('Asparagaceae',)","('Acarosporaceae',)","('Cucurbitaceae',)","('Cyperaceae',)","('Candelariaceae',)","('Buthidae',)","('Cladoniaceae',)","('Amaryllidaceae',)","('Gentianaceae',)","('Euscorpiidae',)","('Papaveraceae',)","('Parmeliaceae',)","('Liliaceae',)","('Linaceae',)","('Megachilidae',)","('Nemopteridae',)","('Polycentropodidae',)","('Placynthiaceae',)","('Ramalinaceae',)","('Polygonaceae',)","('Psoraceae',)","('Saxifragaceae',)","('Sphingidae',)","('Uloboridae',)",Population,"('Plantaginaceae',)","('Erebidae',)","('Lasiocampidae',)","('Pyralidae',)","('Aeshnidae',)","('Lacertidae',)","('Empusidae',)","('Cheloniidae',)","('Platycnemididae',)","('Polygalaceae',)","('Crassulaceae',)","('Cupressaceae',)","('Berberidaceae',)","('Potamidae',)","('Juncaceae',)","('Rhamnaceae',)","('Colubridae',)","('Dryopteridaceae',)","('Fagaceae',)","('Cystopteridaceae',)","('Acrididae',)","('Bombyliidae',)","('Anacardiaceae',)","('Araceae',)","('Lucanidae',)","('Grossulariaceae',)","('Glaphyridae',)","('Caliciaceae',)","('Calopterygidae',)","('Cicadidae',)","('Ericaceae',)","('Euphorbiaceae',)","('Gekkonidae',)","('Geraniaceae',)","('Peltigeraceae',)","('Plumbaginaceae',)","('Malvaceae',)","('Mutillidae',)","('Sapygidae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Anobiidae',)","('Unknown',)","('Ascalaphidae',)","('Testudinidae',)","('Anguidae',)","('Crambidae',)","('Lycosidae',)","('Mycenaceae',)","('Mustelidae',)","('Tricholomataceae',)","('Tortricidae',)","('Depressariidae',)","('Geometridae',)","('Inachidae',)","('Notodontidae',)","('Cossidae',)","('Psychidae',)","('Lamnidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Upupidae',)","('Clausiliidae',)","('Enidae',)","('Helicidae',)","('Achatinidae',)","('Ferussaciidae',)","('Chondrinidae',)","('Iridaceae',)","('Geomitridae',)","('Pomatiidae',)","('Pyramidulidae',)","('Trissexodontidae',)","('Vitrinidae',)","('Meloidae',)","('Rissoidae',)","('Mangeliidae',)","('Selaginellaceae',)","('Myrmeleontidae',)","('Ranidae',)","('Cerithiidae',)","('Euphaeidae',)","('Araneidae',)","('Glareolidae',)","('Phyllodactylidae',)","('Mantidae',)","('Masaridae',)","('Julidae',)","('Rissoellidae',)","('Psammophiidae',)","('Sparassidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Asplanchnidae',)","('Testudinellidae',)","('Morchellaceae',)","('Soleidae',)","('Salamandridae',)","('Triglidae',)","('Psychomyiidae',)","('Philopotamidae',)","('Rhyacophilidae',)","('Endomychidae',)","('Certhiidae',)","('Hydroptilidae',)","('Polyporaceae',)","('Haematommataceae',)","('Massalongiaceae',)","('Pannariaceae',)","('Sarcoscyphaceae',)","('Asphodelaceae',)","('Apocynaceae',)","('Catillariaceae',)","('Oleaceae',)","('Polypodiaceae',)","('Pinaceae',)","('Crabronidae',)","('Colchicaceae',)","('Biebersteiniaceae',)","('Amelidae',)","('Pentatomidae',)","('Urticaceae',)","('Argidae',)","('Cicadellidae',)","('Viburnaceae',)","('Cephidae',)","('Cynipidae',)","('Dysderidae',)","('Pholcidae',)","('Stratiomyidae',)","('Tetragnathidae',)","('Anyphaenidae',)","('Hexanchidae',)","('Eresidae',)","('Oecobiidae',)","('Sicariidae',)","('Zoropsidae',)","('Oxalidaceae',)","('Caloscyphaceae',)","('Helvellaceae',)","('Hydnangiaceae',)","('Cytinaceae',)","('Dennstaedtiaceae',)","('Phalangiidae',)","('Smilacaceae',)","('Tropaeolaceae',)","('Hypericaceae',)","('Aizoaceae',)","('Araliaceae',)","('Martyniaceae',)","('Lythraceae',)","('Ectobiidae',)","('Onagraceae',)","('Moraceae',)","('Perlidae',)","('Philodromidae',)","('Ephedraceae',)","('Porcellionidae',)","('Armadillidae',)","('Armadillidiidae',)","('Gelechiidae',)","('Felidae',)","('Oligotomidae',)","('Margarodidae',)","('Limacidae',)","('Scytodidae',)","('Trachelipodidae',)","('Grapsidae',)","('Littorinidae',)","('Limoniidae',)","('Leporidae',)","('Donacidae',)","('Potamogetonaceae',)",Vegetation Count,Regional Fuel Content
2009-05-01,0.0,10.81906259059906,0.0,2.737836476848799,32.35000000000002,12.090000000000032,24.090984345479114,0.362941175699234,0.3608732223510742,0.36087109096217573,2.199115506947208,0.46309320417458005,0.8825320492685339,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-06-01,0.0,7.4604839086482855,0.0,1.2505868933830022,37.01000000000005,22.590000000000032,30.637708733020588,0.2801302969455719,0.2757921516895294,0.2755976625614696,2.2433394182756783,0.1926845411101803,1.2045483487714306,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-07-01,0.0,12.408286333084106,0.0,0.6017985025889535,45.03000000000003,22.49000000000001,33.86224463937623,0.235793337225914,0.23494786024093628,0.2334162802680543,2.117938140727973,0.1287046450369345,1.1638043350220986,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-08-01,0.0,11.72572374343872,-2.0165884961897973e-05,1.283954120730139,39.110000000000014,22.33000000000004,30.812811521140077,0.20787230134010315,0.19193324446678162,0.19732965291504972,2.529604801123156,0.856097036405824,1.256277390378158,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-09-01,0.0,36.64058446884155,0.0,3.1361684792119378,33.77000000000004,13.650000000000034,23.431283668657898,0.29845842719078064,0.2859180271625519,0.29004500862973476,2.79741809803713,0.3192931338603575,1.0198883940024157,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-10-01,0.0,23.28115701675415,0.0,3.3828427836071113,24.370000000000005,12.170000000000016,18.496980220158264,0.3660440444946289,0.36129820346832275,0.35539213790182483,2.967475382213424,0.07052683185705559,0.9501718191348107,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-11-01,0.0,30.54034777945347,0.0,2.617719416781557,17.810000000000002,6.970000000000027,12.793590626175614,0.39391806721687317,0.388471782207489,0.3808748376125481,2.4229557425725052,0.7697419863149264,1.1257309953404033,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2009-12-01,0.0,24.747017025845253,0.0008642673492431641,4.497701363797152,12.850000000000023,-16.909999999999968,6.656547479810683,0.41493627429008484,0.41159459948539734,0.4064509806751508,3.5908388561832596,1.8048973727810054,2.047539880796863,81.67058823529412,0,0,0,0,0,0,302.4705882352942,288.1137254901961,123.5921568627451,2.2470588235294118,0,0,0,0,0,0,0,1.0,1.0,8.0,8.0,4.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,16.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2316.5608263974086,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,3.5558339966783605
2010-01-01,0.0,20.164120197193824,0.0,4.785768674834875,12.53000000000003,-0.3299999999999841,4.693893356075421,0.41784557700157166,0.41604387760162354,0.4159836810060412,3.884808038812266,1.8630160969163805,2.3924740382081904,88.6705882352941,0,0,0,0,0,0,321.90588235294126,286.2235294117647,98.07058823529412,3.223529411764706,0,0,0,0,0,0,0,212.0,1.0,8.0,8.0,2.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,2.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2272.632957045003,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005306122448979592,3.6467614021639783
2010-02-01,0.0,21.186870336521224,0.001980116110189556,5.457881701627395,13.79000000000002,3.0100000000000477,8.018894361973366,0.4153287410736084,0.4126705527305603,0.4140772311921008,2.8968741147423014,1.2878654456177847,1.7909492160467193,88.6705882352941,0,0,0,0,0,0,321.90588235294126,286.2235294117647,98.07058823529412,3.223529411764706,0,0,0,0,0,0,0,212.0,1.0,8.0,8.0,2.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,2.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2272.632957045003,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005306122448979592,3.6467614021639783
2010-03-01,0.0,19.180375337612077,0.0,3.262386312687464,19.630000000000052,2.930000000000007,13.65900030577535,0.40353959798812866,0.4010530412197113,0.3990953511487671,3.384373753434068,0.1566994224424468,1.175137009922308,88.6705882352941,0,0,0,0,0,0,321.90588235294126,286.2235294117647,98.07058823529412,3.223529411764706,0,0,0,0,0,0,0,212.0,1.0,8.0,8.0,2.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,2.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2272.632957045003,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005306122448979592,3.6467614021639783
2010-04-01,0.0,18.021124601261818,0.0,1.209953695806611,25.110000000000014,8.730000000000018,18.13799755185073,0.3688753545284271,0.3657531440258026,0.3649889888209209,2.7042481156832783,0.272344169871286,1.1787227355607064,88.6705882352941,0,0,0,0,0,0,321.90588235294126,286.2235294117647,98.07058823529412,3.223529411764706,0,0,0,0,0,0,0,212.0,1.0,8.0,8.0,2.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,2.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2272.632957045003,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005306122448979592,3.6467614021639783
2010-05-01,0.0,16.886004603406946,-1.1920974429813214e-05,2.256469881964623,33.83000000000004,17.03000000000003,25.55791090965056,0.32689958810806274,0.3167325258255005,0.32105274289323577,4.089659090309888,0.6596006541321392,1.3145906564972076,88.6705882352941,0,0,0,0,0,0,321.90588235294126,286.2235294117647,98.07058823529412,3.223529411764706,0,0,0,0,0,0,0,212.0,1.0,8.0,8.0,2.0,1.0,1.0,43.0,2.0,4.0,36.0,12.0,2.0,1.0,9.0,7.0,1.0,12.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,9.0,4.0,3.0,1.0,2.0,8.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2272.632957045003,1.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005306122448979592,3.6467614021639783
