Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Asteraceae',)","('Sylviidae',)","('Hydropsychidae',)","('Fabaceae',)","('Aspleniaceae',)","('Lecanoraceae',)","('Rubiaceae',)","('Caprifoliaceae',)","('Collemataceae',)","('Caryophyllaceae',)","('Eumenidae',)","('Apiaceae',)","('Physciaceae',)","('Phylloscopidae',)","('Uloboridae',)","('Violaceae',)","('Rosaceae',)","('Ranunculaceae',)","('Candelariaceae',)","('Aegithalidae',)","('Amaryllidaceae',)","('Acarosporaceae',)","('Brassicaceae',)","('Boraginaceae',)","('Apocynaceae',)","('Asparagaceae',)","('Acrocephalidae',)","('Cladoniaceae',)","('Cettiidae',)","('Parmeliaceae',)","('Papaveraceae',)","('Orobanchaceae',)","('Megachilidae',)","('Liliaceae',)","('Cistaceae',)","('Convolvulaceae',)","('Cyperaceae',)","('Ramalinaceae',)","('Psoraceae',)","('Placynthiaceae',)","('Salticidae',)","('Scrophulariaceae',)","('Saxifragaceae',)","('Upupidae',)","('Zygaenidae',)",Population,"('Plantaginaceae',)","('Lacertidae',)","('Lamiaceae',)","('Sphingidae',)","('Arbaciidae',)","('Cheloniidae',)","('Erysiphaceae',)","('Empusidae',)","('Erebidae',)","('Phoenicopteridae',)","('Pinaceae',)","('Strombidae',)","('Poaceae',)","('Campanulaceae',)","('Polygalaceae',)","('Cupressaceae',)","('Orchidaceae',)","('Potamidae',)","('Crassulaceae',)","('Berberidaceae',)","('Fagaceae',)","('Geraniaceae',)","('Colubridae',)","('Rhamnaceae',)","('Cystopteridaceae',)","('Juncaceae',)","('Plumbaginaceae',)","('Linaceae',)","('Dryopteridaceae',)","('Araceae',)","('Euphorbiaceae',)","('Ericaceae',)","('Anacardiaceae',)","('Caliciaceae',)","('Grossulariaceae',)","('Gekkonidae',)","('Polygonaceae',)","('Malvaceae',)","('Peltigeraceae',)","('Primulaceae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Ascalaphidae',)","('Lasiocampidae',)","('Anguidae',)","('Acrididae',)","('Julidae',)","('Crambidae',)","('Meliaceae',)","('Mustelidae',)","('Lycosidae',)","('Mantidae',)","('Pyrrhocoridae',)","('Raphidiidae',)","('Testudinidae',)","('Tortricidae',)","('Depressariidae',)","('Geometridae',)","('Cossidae',)","('Pyralidae',)","('Psychidae',)","('Notodontidae',)","('Ixodidae',)","('Cochlostomatidae',)","('Brachodidae',)","('Cucurbitaceae',)","('Lamnidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Clausiliidae',)","('Enidae',)","('Achatinidae',)","('Orculidae',)","('Helicidae',)","('Geomitridae',)","('Pomatiidae',)","('Ferussaciidae',)","('Chondrinidae',)","('Arcidae',)","('Cardiidae',)","('Iridaceae',)","('Haliplidae',)","('Cypraeidae',)","('Capparaceae',)","('Margaritidae',)","('Mactridae',)","('Lauriidae',)","('Oxychilidae',)","('Moraceae',)","('Pyramidulidae',)","('Stratiomyidae',)","('Tellinidae',)","('Trissexodontidae',)","('Vitrinidae',)","('Tamaricaceae',)","('Leiodidae',)","('Amaranthaceae',)","('Araneidae',)","('Cactaceae',)","('Selaginellaceae',)","('Astropectinidae',)","('Buthidae',)","('Glareolidae',)","('Eresidae',)","('Cicadidae',)","('Asphodelaceae',)","('Armadillidiidae',)","('Armadillidae',)","('Lygaeidae',)","('Masaridae',)","('Nemopteridae',)","('Lampyridae',)","('Psammophiidae',)","('Scutigeridae',)","('Sapygidae',)","('Ranidae',)","('Sparidae',)","('Solanaceae',)","('Typhlopidae',)","('Unknown',)","('Testudinellidae',)","('Lepadellidae',)","('Asplanchnidae',)","('Resedaceae',)","('Morchellaceae',)","('Pteridaceae',)","('Poeciliidae',)","('Salamandridae',)","('Endomychidae',)","('Certhiidae',)","('Callionymidae',)","('Labridae',)","('Mugilidae',)","('Polyporaceae',)","('Trachinidae',)","('Haematommataceae',)","('Pannariaceae',)","('Massalongiaceae',)","('Sarcoscyphaceae',)","('Catillariaceae',)","('Gryllidae',)","('Colchicaceae',)","('Crabronidae',)","('Biebersteiniaceae',)","('Platycnemididae',)","('Pompilidae',)","('Oedemeridae',)","('Mutillidae',)","('Schizopetalidae',)","('Sparassidae',)","('Cicadellidae',)","('Viburnaceae',)","('Hypericaceae',)","('Hexanchidae',)","('Cynipidae',)","('Milesinaceae',)","('Otididae',)","('Tetragnathidae',)","('Anyphaenidae',)","('Glaphyridae',)","('Oxalidaceae',)","('Oecobiidae',)","('Pholcidae',)","('Sicariidae',)","('Zoropsidae',)","('Erinaceidae',)","('Hydnangiaceae',)","('Helvellaceae',)","('Oleaceae',)","('Araliaceae',)","('Urticaceae',)","('Amelidae',)","('Gloeophyllaceae',)","('Targioniaceae',)","('Bovidae',)","('Lauraceae',)","('Geotrupidae',)","('Cydnidae',)","('Dasytidae',)","('Boidae',)","('Porcellionidae',)","('Leporidae',)","('Meloidae',)","('Pucciniaceae',)","('Smilacaceae',)",Vegetation Count,Regional Fuel Content
2010-10-01,0,27.178890421680535,0.0012516975402832031,4.847442333920721,28.910000000000025,11.230000000000018,19.477528127558685,0.3122919797897339,0.3066729009151459,0.30591382770538333,2.1618467200978806,0.3700481389922143,0.9865848725031608,13.341176470588234,0,0,0,0,0,6.870588235294118,44.752941176470586,214.54901960784312,236.5725490196078,0,0,0,0,0,0,0,0,81.0,3.0,8.0,1.0,1.0,12.0,10.0,1.0,4.0,13.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,9.0,14771.872583040067,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,44.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,10.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007142857142857143,2.7225574079421286
2010-11-01,0,8.623018860816956,0.000852346317969932,1.2070019946947717,21.930000000000007,8.450000000000045,15.414686774269057,0.3419809937477112,0.3276861011981964,0.32482496600151056,2.708997068349818,0.22878387519982438,1.141088997523356,13.341176470588234,0,0,0,0,0,6.870588235294118,44.752941176470586,214.54901960784312,236.5725490196078,0,0,0,0,0,0,0,0,81.0,3.0,8.0,1.0,1.0,12.0,10.0,1.0,4.0,13.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,9.0,14771.872583040067,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,44.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,10.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007142857142857143,2.7225574079421286
2010-12-01,0,12.372899055378639,0.0,1.6886797613619815,16.05000000000001,1.4700000000000273,9.517144747338932,0.3610021770000458,0.3491159975528717,0.34472392444610594,2.3761787607024747,0.9347160059359648,1.4960088988013553,13.341176470588234,0,0,0,0,0,6.870588235294118,44.752941176470586,214.54901960784312,236.5725490196078,0,0,0,0,0,0,0,0,81.0,3.0,8.0,1.0,1.0,12.0,10.0,1.0,4.0,13.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,9.0,14771.872583040067,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,44.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,14.0,10.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007142857142857143,2.7225574079421286
2011-01-01,0,35.47509312619468,0.0007014066341071157,3.4154387882121497,12.630000000000052,-1.2099999999999795,7.798715511111141,0.3980315923690796,0.392067551612854,0.388663201713562,2.3218301584955037,0.19870291847173896,0.8269819497449324,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-02-01,0,40.04437497769686,0.0,4.531465624169624,14.390000000000043,0.7900000000000205,8.63000692747255,0.39796003699302673,0.3970465660095215,0.39077352533340454,2.5064568513872745,0.8427333969687776,1.3650607694688808,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-03-01,0,23.078444600002967,0.0,2.536600558979005,21.810000000000002,-4.169999999999959,12.222879378754556,0.3938448429107666,0.38816937804222107,0.38414564337730406,2.499430688465993,0.4918445205032597,1.2634348919860046,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-04-01,0,26.10703282709892,0.0,3.9463799612516417,25.55000000000001,10.810000000000002,18.488659764705858,0.38956546783447266,0.37321433424949646,0.3775650027751923,2.9434255651061827,1.2184281375062664,1.804563338855743,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-05-01,0,12.504186535011286,-2.215796257587499e-05,2.491795026837251,27.670000000000016,14.650000000000034,21.240191143034053,0.35660794377326965,0.3556358814239502,0.3469122539997101,2.316657367924403,0.859121515773179,1.3745154235487924,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-06-01,0,11.782079935073853,-9.784002941159997e-06,1.5688035643978366,36.35000000000002,22.99000000000001,28.981216808582758,0.303453654050827,0.30237436294555664,0.29705669550895686,2.630196760606365,0.17837098630387233,0.9354268231504965,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-07-01,0,0.791445330435181,0.0,0.029905084293912983,41.670000000000016,26.210000000000036,35.109729103448274,0.2030382603406906,0.20154643058776855,0.19993170723915096,2.7133905477161466,0.2724856791092287,1.3090400279256955,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-08-01,0,1.9417405128479004,-5.960430371487746e-06,0.12466706714808935,41.370000000000005,25.390000000000043,33.42764266666666,0.19976705312728882,0.19385123252868652,0.19564383964538573,1.9075132102207197,0.19122445240346111,0.7967406897945021,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
2011-09-01,0,7.296472787743369,0.0,0.5111970798159242,37.93000000000001,18.510000000000048,30.183389120000072,0.24963897466659546,0.24083954095840454,0.23947885382175443,1.703514340449967,0.3204547966301866,0.8168631288831483,16.341176470588234,0,0,0,0,0,2.0,43.384313725490195,209.19607843137254,232.9137254901961,0,0,0,0,0,0,0,0,4.0,2.0,8.0,1.0,1.0,12.0,10.0,2.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,7.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14771.872583040067,1.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,10.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013877551020408163,2.7647534986534663
