Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Asteraceae',)","('Fabaceae',)","('Hydropsychidae',)","('Salicaceae',)","('Sylviidae',)","('Lamiaceae',)","('Caryophyllaceae',)","('Acrocephalidae',)","('Ranunculaceae',)","('Brassicaceae',)","('Caprifoliaceae',)","('Cettiidae',)","('Campanulaceae',)","('Rosaceae',)","('Rubiaceae',)","('Poaceae',)","('Lecanoraceae',)","('Primulaceae',)","('Apiaceae',)","('Aegithalidae',)","('Boraginaceae',)","('Eumenidae',)","('Cistaceae',)","('Violaceae',)","('Convolvulaceae',)","('Zygaenidae',)","('Scrophulariaceae',)","('Orobanchaceae',)","('Phylloscopidae',)","('Orchidaceae',)","('Collemataceae',)","('Asparagaceae',)","('Physciaceae',)","('Cladoniaceae',)","('Cyperaceae',)","('Amaryllidaceae',)","('Acarosporaceae',)","('Aspleniaceae',)","('Candelariaceae',)","('Cucurbitaceae',)","('Parmeliaceae',)","('Papaveraceae',)","('Gentianaceae',)","('Liliaceae',)","('Linaceae',)","('Megachilidae',)","('Nemopteridae',)","('Placynthiaceae',)","('Psoraceae',)","('Polygalaceae',)","('Polygonaceae',)","('Polycentropodidae',)","('Ramalinaceae',)","('Saxifragaceae',)","('Sphingidae',)",Population,"('Plantaginaceae',)","('Erebidae',)","('Lasiocampidae',)","('Pyralidae',)","('Aeshnidae',)","('Cheloniidae',)","('Empusidae',)","('Lacertidae',)","('Platycnemididae',)","('Upupidae',)","('Crassulaceae',)","('Berberidaceae',)","('Rhamnaceae',)","('Caliciaceae',)","('Potamidae',)","('Fagaceae',)","('Salticidae',)","('Bombyliidae',)","('Araceae',)","('Anacardiaceae',)","('Acrididae',)","('Catillariaceae',)","('Cicadidae',)","('Mutillidae',)","('Malvaceae',)","('Lucanidae',)","('Geraniaceae',)","('Glaphyridae',)","('Grossulariaceae',)","('Juncaceae',)","('Euphorbiaceae',)","('Calopterygidae',)","('Crabronidae',)","('Cupressaceae',)","('Cystopteridaceae',)","('Dryopteridaceae',)","('Plumbaginaceae',)","('Nephromataceae',)","('Pannariaceae',)","('Peltigeraceae',)","('Sapygidae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Ascalaphidae',)","('Anobiidae',)","('Anguidae',)","('Ancyrocephalidae',)","('Crambidae',)","('Colubridae',)","('Lycosidae',)","('Mustelidae',)","('Testudinidae',)","('Tortricidae',)","('Unknown',)","('Geometridae',)","('Depressariidae',)","('Notodontidae',)","('Psychidae',)","('Cossidae',)","('Lamnidae',)","('Ixodidae',)","('Brachodidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Clausiliidae',)","('Enidae',)","('Helicidae',)","('Achatinidae',)","('Ferussaciidae',)","('Chondrinidae',)","('Iridaceae',)","('Geomitridae',)","('Pomatiidae',)","('Pyramidulidae',)","('Trissexodontidae',)","('Vitrinidae',)","('Meloidae',)","('Rissoidae',)","('Mangeliidae',)","('Selaginellaceae',)","('Ranidae',)","('Gekkonidae',)","('Myrmeleontidae',)","('Glareolidae',)","('Araneidae',)","('Arbaciidae',)","('Buthidae',)","('Asphodelaceae',)","('Euphaeidae',)","('Cerithiidae',)","('Julidae',)","('Oxalidaceae',)","('Psammophiidae',)","('Rissoellidae',)","('Sparassidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Asplanchnidae',)","('Testudinellidae',)","('Morchellaceae',)","('Soleidae',)","('Salamandridae',)","('Triglidae',)","('Amaranthaceae',)","('Hypericaceae',)","('Lythraceae',)","('Certhiidae',)","('Polyporaceae',)","('Santalaceae',)","('Ulmaceae',)","('Aizoaceae',)","('Sarcoscyphaceae',)","('Cordulegastridae',)","('Ericaceae',)","('Apocynaceae',)","('Pinaceae',)","('Limoniidae',)","('Dioscoreaceae',)","('Blenniidae',)","('Clavelinidae',)","('Axinellidae',)","('Parazoanthidae',)","('Oleaceae',)","('Eunicellidae',)","('Hymedesmiidae',)","('Phyllidiidae',)","('Polypodiaceae',)","('Colchicaceae',)","('Biebersteiniaceae',)","('Amelidae',)","('Pentatomidae',)","('Urticaceae',)","('Argidae',)","('Cicadellidae',)","('Cephidae',)","('Viburnaceae',)","('Dysderidae',)","('Cynipidae',)","('Phyllodactylidae',)","('Phoenicopteridae',)","('Stratiomyidae',)","('Hexanchidae',)","('Smilacaceae',)","('Solanaceae',)","('Helvellaceae',)","('Hydnangiaceae',)","('Cetoniidae',)","('Porcellionidae',)","('Triakidae',)","('Tropaeolaceae',)","('Rutaceae',)","('Agaricaceae',)","('Ectobiidae',)","('Araliaceae',)","('Perlidae',)","('Myrtaceae',)","('Moraceae',)","('Ephedraceae',)","('Dennstaedtiaceae',)","('Pluteaceae',)","('Brachyceridae',)","('Asteriidae',)","('Limacidae',)","('Hydrocharitaceae',)","('Hygrophoraceae',)","('Echinasteridae',)","('Felidae',)","('Trachelipodidae',)","('Columbellidae',)","('Grapsidae',)","('Muricidae',)","('Littorinidae',)","('Leporidae',)","('Palaemonidae',)","('Sabellidae',)","('Trochidae',)","('Veneridae',)",Vegetation Count,Regional Fuel Content
2005-01-01,0,18.281057476997375,0.0004351138613856165,3.5836187984697183,10.890000000000043,3.4500000000000455,7.700972022287601,0.4094800353050232,0.4091488718986511,0.40482343287224987,2.887670953546085,0.26527753457217923,0.9288484017710918,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-02-01,0,22.84543514252846,0.00022351741790771484,5.005109753854157,12.990000000000009,-1.7699999999999818,3.976108061259424,0.4007217586040497,0.39962026476860046,0.40666841103392803,2.6436717711252977,0.15843793830021394,1.1287877028545796,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-03-01,0,30.386969447135925,-4.5997694542165846e-06,3.843630845009708,22.79000000000002,7.430000000000007,15.91243554746751,0.4039387106895447,0.4029349684715271,0.40054737311449784,2.7162595306217145,0.1860378382772342,0.9799345075673184,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-04-01,0,14.141738414764404,0.0,1.3161121961439126,29.110000000000014,8.270000000000039,18.244569401935735,0.3791915476322174,0.37587258219718933,0.3726538489958284,2.7790930306191033,0.9505799721228644,1.602795430718797,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-05-01,0,17.842116951840126,0.0,3.1776876990796348,31.970000000000027,15.930000000000007,25.046615339468815,0.33176133036613464,0.3281481862068176,0.32419467888250475,2.9513346607781425,0.5577351148637318,1.1355299180271692,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-06-01,0,24.80474412431022,0.0,2.4539493126196286,38.910000000000025,23.350000000000023,29.179405091458477,0.3049236238002777,0.2996217608451843,0.29243222818632797,2.0173835301301684,0.47245371041145623,0.8945923382594482,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-07-01,0,11.793333291961972,0.0,0.7049440997231935,42.35000000000002,28.090000000000032,35.73733343007757,0.21092736721038818,0.20626835525035858,0.2040437327069082,2.2801690592679784,0.11461449965359173,1.0492697440396033,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-08-01,0,7.063006275927819,0.0,0.3391436481373375,41.910000000000025,26.730000000000018,34.550597967849626,0.19501718878746033,0.19419445097446442,0.18977882219537812,2.492485721986628,0.7109981973080083,1.3918262496431784,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-09-01,0,19.157662987709045,1.423524054189329e-05,2.185399174450109,36.29000000000002,19.010000000000048,27.78487122680707,0.2599083483219147,0.251240998506546,0.2450269956592542,1.6141960431080784,0.13942930423404948,0.773031695601353,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
2005-10-01,0,15.224054455757141,0.0,1.041443247725479,23.930000000000007,12.970000000000027,19.565929029354834,0.3175699710845947,0.31544890999794006,0.3065677755008078,2.7027241962628925,1.3054347078515685,1.659597764659392,2.7254901960784315,0,0,1,1,0,0,113.26274509803922,503.356862745098,173.63921568627453,0,0,0,0,0,0,0,0,14.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2176.8133345117753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,2.811869515245091
