Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Physciaceae',)","('Collemataceae',)","('Lecanoraceae',)","('Hydropsychidae',)","('Salicaceae',)","('Sylviidae',)","('Cladoniaceae',)","('Acrocephalidae',)","('Cettiidae',)","('Caliciaceae',)","('Primulaceae',)","('Asteraceae',)","('Aegithalidae',)","('Catillariaceae',)","('Lobariaceae',)","('Ramalinaceae',)","('Parmeliaceae',)","('Zygaenidae',)","('Aspleniaceae',)","('Uloboridae',)","('Salticidae',)","('Placynthiaceae',)","('Eumenidae',)","('Peltigeraceae',)","('Phylloscopidae',)","('Acarosporaceae',)","('Byssolomataceae',)","('Campanulaceae',)","('Candelariaceae',)","('Apiaceae',)","('Boraginaceae',)","('Brassicaceae',)","('Buthidae',)","('Cistaceae',)","('Nemopteridae',)","('Nephromataceae',)","('Orchidaceae',)","('Megachilidae',)","('Convolvulaceae',)","('Euscorpiidae',)","('Lamiaceae',)","('Orobanchaceae',)","('Psoraceae',)","('Poaceae',)","('Polycentropodidae',)","('Ranunculaceae',)","('Rosaceae',)","('Scrophulariaceae',)","('Sphingidae',)",Population,"('Plantaginaceae',)","('Fabaceae',)","('Empusidae',)","('Erebidae',)","('Cheloniidae',)","('Glossosomatidae',)","('Pannariaceae',)","('Lacertidae',)","('Pinaceae',)","('Testudinidae',)","('Caryophyllaceae',)","('Rubiaceae',)","('Cyperaceae',)","('Polygalaceae',)","('Linaceae',)","('Platycnemididae',)","('Cupressaceae',)","('Violaceae',)","('Berberidaceae',)","('Crassulaceae',)","('Caprifoliaceae',)","('Potamidae',)","('Rhamnaceae',)","('Juncaceae',)","('Cystopteridaceae',)","('Fagaceae',)","('Dryopteridaceae',)","('Colubridae',)","('Araceae',)","('Asparagaceae',)","('Aeshnidae',)","('Anacardiaceae',)","('Acrididae',)","('Liliaceae',)","('Glaphyridae',)","('Geraniaceae',)","('Calopterygidae',)","('Bombyliidae',)","('Grossulariaceae',)","('Euphorbiaceae',)","('Ericaceae',)","('Gekkonidae',)","('Cicadidae',)","('Polygonaceae',)","('Plumbaginaceae',)","('Lucanidae',)","('Malvaceae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Ascalaphidae',)","('Unknown',)","('Lasiocampidae',)","('Anguidae',)","('Crambidae',)","('Lycosidae',)","('Mustelidae',)","('Mycenaceae',)","('Tricholomataceae',)","('Tortricidae',)","('Depressariidae',)","('Geometridae',)","('Cochlostomatidae',)","('Cossidae',)","('Pyralidae',)","('Notodontidae',)","('Psychidae',)","('Lamnidae',)","('Ixodidae',)","('Brachodidae',)","('Hypericaceae',)","('Gelechiidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Upupidae',)","('Clausiliidae',)","('Urticaceae',)","('Amaranthaceae',)","('Viburnaceae',)","('Enidae',)","('Lythraceae',)","('Amaryllidaceae',)","('Chondrinidae',)","('Heliotropiaceae',)","('Geomitridae',)","('Cucurbitaceae',)","('Iridaceae',)","('Pyramidulidae',)","('Vitrinidae',)","('Zygophyllaceae',)","('Meloidae',)","('Leiodidae',)","('Ranidae',)","('Psammophiidae',)","('Selaginellaceae',)","('Araneidae',)","('Myrmeleontidae',)","('Euphaeidae',)","('Eresidae',)","('Papaveraceae',)","('Masaridae',)","('Mantidae',)","('Glareolidae',)","('Helicidae',)","('Julidae',)","('Phyllodactylidae',)","('Sapygidae',)","('Scutigeridae',)","('Sparassidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Testudinellidae',)","('Asplanchnidae',)","('Morchellaceae',)","('Salamandridae',)","('Philopotamidae',)","('Endomychidae',)","('Certhiidae',)","('Polyporaceae',)","('Psychomyiidae',)","('Haematommataceae',)","('Massalongiaceae',)","('Sarcoscyphaceae',)","('Saxifragaceae',)","('Apocynaceae',)","('Asphodelaceae',)","('Dioscoreaceae',)","('Oleaceae',)","('Crabronidae',)","('Colchicaceae',)","('Biebersteiniaceae',)","('Oedemeridae',)","('Pentatomidae',)","('Pompilidae',)","('Argidae',)","('Cicadellidae',)","('Cephidae',)","('Amelidae',)","('Dysderidae',)","('Cynipidae',)","('Pholcidae',)","('Tetragnathidae',)","('Anyphaenidae',)","('Hexanchidae',)","('Oecobiidae',)","('Sicariidae',)","('Zoropsidae',)","('Himantariidae',)","('Discinaceae',)","('Oxalidaceae',)","('Hydnangiaceae',)","('Cytinaceae',)","('Helvellaceae',)","('Ectobiidae',)","('Araliaceae',)","('Martyniaceae',)","('Moraceae',)","('Philodromidae',)","('Perlidae',)","('Onagraceae',)","('Dennstaedtiaceae',)","('Porcellionidae',)","('Anthomyiidae',)","('Armadillidiidae',)","('Drosophilidae',)","('Heleomyzidae',)","('Armadillidae',)","('Bibionidae',)","('Fanniidae',)","('Bryaceae',)","('Orchesellidae',)","('Oligotomidae',)","('Lygaeidae',)","('Margarodidae',)","('Limacidae',)","('Philosciidae',)","('Pelobatidae',)","('Sarcophagidae',)","('Rhyparochromidae',)","('Scytodidae',)","('Schizophyllaceae',)","('Trachelipodidae',)","('Thymelaeaceae',)","('Geoemydidae',)","('Donacidae',)","('Lampyridae',)","('Leporidae',)","('Gryllidae',)","('Phallaceae',)","('Potamogetonaceae',)","('Smilacaceae',)",Vegetation Count,Regional Fuel Content
2009-05-01,0.0,9.894185753353213,0.0,2.0803903324269033,32.23000000000002,11.010000000000048,22.110588307692353,0.36225730180740356,0.3573189079761505,0.36046945490837107,2.185894029460666,0.3073670234802029,0.843459576822092,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-06-01,0.0,6.89333081244925,0.0,0.9695951012522579,34.81,16.110000000000014,27.602573217391296,0.27782052755355835,0.266231507062912,0.27264393782615665,2.232667729283252,0.2011052871088174,1.1964043143828014,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-07-01,0.0,11.781767010688782,0.0,0.5126972993062794,43.410000000000025,14.770000000000039,31.169360331034568,0.22962793707847595,0.22352249920368195,0.2260134751558304,2.292870645111274,0.16156021218047023,1.1801872676248188,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-08-01,0.0,8.541405200958252,-2.0165884961897973e-05,0.8938336287486326,37.43000000000001,17.310000000000002,27.809205837766854,0.20573116838932037,0.18554304540157318,0.197488582777977,2.525484503448051,0.6840624245380967,1.1786491441843698,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-09-01,0.0,38.77660632133484,0.0,2.696308768869355,31.730000000000018,11.490000000000009,22.30833444005276,0.30131590366363525,0.2837201952934265,0.29082130994796757,2.758337152681228,0.36059029701261774,1.0650695256607718,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-10-01,0.0,22.302433848381042,0.0,3.4071400077578744,23.950000000000045,8.970000000000027,17.374863294117688,0.3670656979084015,0.3347042500972748,0.34750758414268496,2.946678589097171,0.06420425585554622,0.9274110304877458,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-11-01,0.0,28.45752307242222,0.0,2.5920372518987653,17.03000000000003,3.3100000000000023,12.458691087719387,0.3982260823249817,0.35631754994392395,0.373518295621872,2.65908789412061,0.7146037472281153,1.1137628478553876,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2009-12-01,0.0,28.591963648693763,0.0012814998626708984,4.415248207749754,13.950000000000045,-5.789999999999964,6.773815009523844,0.415916383266449,0.3916037082672119,0.4006481646537781,3.5412453486161506,1.4803549542958692,1.8694831120504711,302.0666666666666,0,0,0,0.0,0,0,104.53725490196078,338.8549019607843,52.63921568627451,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,37.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,7.0,4.0,1.0,1644.419898106772,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,9.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006530612244897959,5.5834262830749575
2010-01-01,0.0,22.028255462544166,0.0,4.3617816947145345,13.79000000000002,-4.349999999999966,3.5148906666667017,0.4176005721092224,0.4094078838825226,0.4143862468242646,4.006176152806597,1.41430144381999,2.1706052562120557,307.06274509803916,0,0,0,0.0,0,0,113.06666666666665,341.58039215686273,36.38823529411765,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,115.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,11.0,4.0,1.0,1616.7010319653668,13.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007346938775510204,5.647608284401642
2010-02-01,0.0,19.518119096744613,0.0,5.1898979883596335,13.850000000000023,-3.0499999999999545,6.182524800000067,0.41460633277893066,0.4130779206752777,0.4141127820014954,3.2074939777644635,1.000351972540483,1.6930854957674042,307.06274509803916,0,0,0,0.0,0,0,113.06666666666665,341.58039215686273,36.38823529411765,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,115.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,11.0,4.0,1.0,1616.7010319653668,13.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007346938775510204,5.647608284401642
2010-03-01,0.0,17.040851712238236,0.0,2.8539774864952436,19.010000000000048,-7.109999999999957,12.43380925490203,0.4002717137336731,0.39043375849723816,0.39464701523780826,3.4029832971677343,0.13554593270772075,1.1774479536941616,307.06274509803916,0,0,0,0.0,0,0,113.06666666666665,341.58039215686273,36.38823529411765,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,115.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,11.0,4.0,1.0,1616.7010319653668,13.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007346938775510204,5.647608284401642
2010-04-01,0.0,15.178936719792091,-6.9258021540008485e-06,0.8620376271047022,23.29000000000002,5.150000000000034,16.184514418219578,0.3652474284172058,0.35979241132736206,0.36187617616653445,2.9483586422907386,0.31705088900089656,1.2174976728202975,307.06274509803916,0,0,0,0.0,0,0,113.06666666666665,341.58039215686273,36.38823529411765,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,115.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,11.0,4.0,1.0,1616.7010319653668,13.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007346938775510204,5.647608284401642
2010-05-01,0.0,14.651843703290979,-1.1920974429813214e-05,1.8064766445751643,32.150000000000034,15.010000000000048,24.15899536842113,0.3208135664463043,0.31601396203041077,0.31857470755577094,4.216842959431073,0.6379326177232311,1.3284464330252481,307.06274509803916,0,0,0,0.0,0,0,113.06666666666665,341.58039215686273,36.38823529411765,0.0,0,0,0,0,0,0,0,8.0,4.0,12.0,8.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,115.0,4.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,21.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,16.0,1.0,2.0,35.0,1.0,1.0,11.0,4.0,1.0,1616.7010319653668,13.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,17.0,10.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007346938775510204,5.647608284401642
