Month,Fire Area (m2),Max Precipitation,Min Precipitation,Avg Precipitation,Max Temperature,Min Temperature,Avg Temperature,Max Soil Moisture,Min Soil Moisture,Avg Soil Moisture,Max Wind Speed,Min Wind Speed,Avg Wind Speed,Evergreen needleleaf forest,Evergreen broadleaf forest,Deciduous needleleaf forest,Deciduous broadleaf forest,Mixed forest,Wooded grassland,Other wooded land,Open shrubland,Savanna,Grassland,Permanent wetlands,Cropland,Urban and built-up,Cropland/natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,Water,Urban areas,"('Physciaceae',)","('Collemataceae',)","('Lecanoraceae',)","('Hydropsychidae',)","('Salicaceae',)","('Sylviidae',)","('Cladoniaceae',)","('Acrocephalidae',)","('Cettiidae',)","('Caliciaceae',)","('Primulaceae',)","('Asteraceae',)","('Aegithalidae',)","('Catillariaceae',)","('Lobariaceae',)","('Ramalinaceae',)","('Parmeliaceae',)","('Zygaenidae',)","('Aspleniaceae',)","('Uloboridae',)","('Salticidae',)","('Placynthiaceae',)","('Eumenidae',)","('Peltigeraceae',)","('Phylloscopidae',)","('Acarosporaceae',)","('Byssolomataceae',)","('Campanulaceae',)","('Candelariaceae',)","('Apiaceae',)","('Boraginaceae',)","('Brassicaceae',)","('Buthidae',)","('Cistaceae',)","('Nemopteridae',)","('Nephromataceae',)","('Orchidaceae',)","('Megachilidae',)","('Convolvulaceae',)","('Euscorpiidae',)","('Lamiaceae',)","('Orobanchaceae',)","('Psoraceae',)","('Poaceae',)","('Polycentropodidae',)","('Ranunculaceae',)","('Rosaceae',)","('Scrophulariaceae',)","('Sphingidae',)",Population,"('Plantaginaceae',)","('Fabaceae',)","('Empusidae',)","('Erebidae',)","('Cheloniidae',)","('Glossosomatidae',)","('Pannariaceae',)","('Lacertidae',)","('Pinaceae',)","('Testudinidae',)","('Caryophyllaceae',)","('Rubiaceae',)","('Cyperaceae',)","('Polygalaceae',)","('Linaceae',)","('Platycnemididae',)","('Cupressaceae',)","('Violaceae',)","('Berberidaceae',)","('Crassulaceae',)","('Caprifoliaceae',)","('Potamidae',)","('Rhamnaceae',)","('Juncaceae',)","('Cystopteridaceae',)","('Fagaceae',)","('Dryopteridaceae',)","('Colubridae',)","('Araceae',)","('Asparagaceae',)","('Aeshnidae',)","('Anacardiaceae',)","('Acrididae',)","('Liliaceae',)","('Glaphyridae',)","('Geraniaceae',)","('Calopterygidae',)","('Bombyliidae',)","('Grossulariaceae',)","('Euphorbiaceae',)","('Ericaceae',)","('Gekkonidae',)","('Cicadidae',)","('Polygonaceae',)","('Plumbaginaceae',)","('Lucanidae',)","('Malvaceae',)","('Sapindaceae',)","('Thesiaceae',)","('Viscaceae',)","('Vitaceae',)","('Ascalaphidae',)","('Unknown',)","('Lasiocampidae',)","('Anguidae',)","('Crambidae',)","('Lycosidae',)","('Mustelidae',)","('Mycenaceae',)","('Tricholomataceae',)","('Tortricidae',)","('Depressariidae',)","('Geometridae',)","('Cochlostomatidae',)","('Cossidae',)","('Pyralidae',)","('Notodontidae',)","('Psychidae',)","('Lamnidae',)","('Ixodidae',)","('Brachodidae',)","('Hypericaceae',)","('Gelechiidae',)","('Pisauridae',)","('Oecophoridae',)","('Nolidae',)","('Upupidae',)","('Clausiliidae',)","('Urticaceae',)","('Amaranthaceae',)","('Viburnaceae',)","('Enidae',)","('Lythraceae',)","('Amaryllidaceae',)","('Chondrinidae',)","('Heliotropiaceae',)","('Geomitridae',)","('Cucurbitaceae',)","('Iridaceae',)","('Pyramidulidae',)","('Vitrinidae',)","('Zygophyllaceae',)","('Meloidae',)","('Leiodidae',)","('Ranidae',)","('Psammophiidae',)","('Selaginellaceae',)","('Araneidae',)","('Myrmeleontidae',)","('Euphaeidae',)","('Eresidae',)","('Papaveraceae',)","('Masaridae',)","('Mantidae',)","('Glareolidae',)","('Helicidae',)","('Julidae',)","('Phyllodactylidae',)","('Sapygidae',)","('Scutigeridae',)","('Sparassidae',)","('Tamaricaceae',)","('Lepadellidae',)","('Testudinellidae',)","('Asplanchnidae',)","('Morchellaceae',)","('Salamandridae',)","('Philopotamidae',)","('Endomychidae',)","('Certhiidae',)","('Polyporaceae',)","('Psychomyiidae',)","('Haematommataceae',)","('Massalongiaceae',)","('Sarcoscyphaceae',)","('Saxifragaceae',)","('Apocynaceae',)","('Asphodelaceae',)","('Dioscoreaceae',)","('Oleaceae',)","('Crabronidae',)","('Colchicaceae',)","('Biebersteiniaceae',)","('Oedemeridae',)","('Pentatomidae',)","('Pompilidae',)","('Argidae',)","('Cicadellidae',)","('Cephidae',)","('Amelidae',)","('Dysderidae',)","('Cynipidae',)","('Pholcidae',)","('Tetragnathidae',)","('Anyphaenidae',)","('Hexanchidae',)","('Oecobiidae',)","('Sicariidae',)","('Zoropsidae',)","('Himantariidae',)","('Discinaceae',)","('Oxalidaceae',)","('Hydnangiaceae',)","('Cytinaceae',)","('Helvellaceae',)","('Ectobiidae',)","('Araliaceae',)","('Martyniaceae',)","('Moraceae',)","('Philodromidae',)","('Perlidae',)","('Onagraceae',)","('Dennstaedtiaceae',)","('Porcellionidae',)","('Anthomyiidae',)","('Armadillidiidae',)","('Drosophilidae',)","('Heleomyzidae',)","('Armadillidae',)","('Bibionidae',)","('Fanniidae',)","('Bryaceae',)","('Orchesellidae',)","('Oligotomidae',)","('Lygaeidae',)","('Margarodidae',)","('Limacidae',)","('Philosciidae',)","('Pelobatidae',)","('Sarcophagidae',)","('Rhyparochromidae',)","('Scytodidae',)","('Schizophyllaceae',)","('Trachelipodidae',)","('Thymelaeaceae',)","('Geoemydidae',)","('Donacidae',)","('Lampyridae',)","('Leporidae',)","('Gryllidae',)","('Phallaceae',)","('Potamogetonaceae',)","('Smilacaceae',)",Vegetation Count,Regional Fuel Content
2015-06-01,0.0,24.573460221347432,0.0,4.012973592910316,33.870000000000005,11.690000000000055,24.263178890118695,0.29395538568496704,0.28275930881500244,0.2878332883834839,1.9761874385455815,0.6730232114070474,1.196974530468611,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-07-01,0.0,13.266757130622864,0.0,0.7162195882720849,35.77000000000004,18.370000000000005,28.805680000000052,0.2318902611732483,0.22604721784591675,0.23013410112857818,2.3670791608143573,0.27575869247788815,1.0133107706826465,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-08-01,0.0,14.857549062355702,0.0,1.4458549760941188,34.55000000000001,17.79000000000002,27.285157150476266,0.23285456001758575,0.21523180603981018,0.22916305179595953,2.459610808179916,0.4245434816485909,1.1481132115074941,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-09-01,0.0,11.914566159248352,0.0,1.3784357034337962,35.05000000000001,14.310000000000002,26.00200632411071,0.2373822033405304,0.2218356430530548,0.23000118620395663,1.792259689055191,0.39834245597075046,0.8982594558461008,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-10-01,0.0,47.24616110314628,0.0,3.3818895062893293,23.510000000000048,9.410000000000025,17.780227809523865,0.33932816982269287,0.3071819841861725,0.3198044431686402,2.5404913554773767,0.5863028578825445,1.2686439847497855,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-11-01,0.0,29.26024032120722,0.0,2.894737205607731,20.03000000000003,4.7900000000000205,15.85713974025981,0.3546806573867798,0.2966192960739136,0.31803659958839414,3.3185571693865183,0.781454317003289,1.2152861992586288,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2015-12-01,0.0,12.363523244857788,0.0,0.6459411586762883,13.470000000000027,2.0300000000000296,9.394934199430281,0.37797078490257263,0.3422238230705261,0.35579864673614503,2.6773229289041898,0.6144638590234017,1.0900291927011219,325.80392156862735,0,0,0,1.0,0,0,124.50196078431372,324.22745098039206,22.564705882352943,0.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,18.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,6.0,1.0,1.0,50.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1589.449410946229,3.0,15.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,5.833063901923691
2016-01-01,0.0,32.319143414497375,0.000852346317969932,4.693384694183519,14.150000000000034,-5.829999999999984,5.703818911671419,0.39971503615379333,0.3891196548938751,0.3947328084468842,3.4490513328883194,0.11290157863983134,1.1255923428595922,327.0549019607842,0,0,0,4.0,0,0,126.55686274509803,322.6470588235294,16.83921568627451,1.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,11.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1589.449410946229,1.0,15.0,2.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008775510204081632,5.859980836793357
2016-02-01,0.0,11.608156561749183,0.0,2.087526296015334,16.010000000000048,1.7100000000000364,9.530160905050593,0.39433398842811584,0.3617401421070099,0.3760959821224213,2.4800908357654574,0.5601489157500206,1.260396442526373,327.0549019607842,0,0,0,4.0,0,0,126.55686274509803,322.6470588235294,16.83921568627451,1.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,11.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1589.449410946229,1.0,15.0,2.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008775510204081632,5.859980836793357
2016-03-01,0.0,22.30680303318877,0.0,4.393395878322154,17.850000000000023,3.7700000000000387,11.41942196363641,0.3968730568885803,0.3576868176460266,0.3757151544570923,2.949448695360066,0.04820770904106838,1.0778020294052826,327.0549019607842,0,0,0,4.0,0,0,126.55686274509803,322.6470588235294,16.83921568627451,1.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,11.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1589.449410946229,1.0,15.0,2.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008775510204081632,5.859980836793357
2016-04-01,0.0,5.762876284904905,0.0,0.6861510316547438,28.690000000000055,6.490000000000009,20.449114692185105,0.3611944913864136,0.3064853549003601,0.32900421776771543,3.376995756430293,0.08708825486166694,1.2334979151780552,327.0549019607842,0,0,0,4.0,0,0,126.55686274509803,322.6470588235294,16.83921568627451,1.0,0,0,0,0,0,0,0,14.0,4.0,7.0,8.0,8.0,8.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,11.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1589.449410946229,1.0,15.0,2.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008775510204081632,5.859980836793357
